fra;jour;P_f;P_h;P;T_f;T_h;T;cl_age90;pop
FR;2021-02-09;1250;1300;2588;27219;26811;54591;19;8336486.16053724
FR;2021-02-09;1514;1306;2824;30401;21809;52269;29;7476787.18780411
FR;2021-02-09;1700;1329;3030;34188;23665;57900;39;8295371.93193955
FR;2021-02-09;1653;1351;3005;30439;22233;52708;49;8592886.15993015
FR;2021-02-09;1375;1282;2663;27872;20251;48181;59;8792674.76801071
FR;2021-02-09;996;868;1875;19153;17252;36526;69;8004082.76030424
FR;2021-02-09;640;567;1207;13214;12242;25465;79;5695639.13079729
FR;2021-02-09;621;395;1017;12741;7465;20220;89;3245280.60813097
FR;2021-02-09;459;148;607;9924;2817;12751;90;912580.606272853
FR;2021-02-09;10707;9008;19805;214120;163975;379381;0;67114995
FR;2021-02-10;441;468;933;8576;9116;18076;09;7763205.6862729
FR;2021-02-10;1327;1350;2720;24134;24220;49012;19;8336486.16053724
FR;2021-02-10;1450;1240;2691;29134;21533;50721;29;7476787.18780411
FR;2021-02-10;1501;1202;2706;31379;22875;54292;39;8295371.93193955
FR;2021-02-10;1426;1201;2627;28649;21441;50128;49;8592886.15993015
FR;2021-02-10;1259;1137;2400;24876;18975;43877;59;8792674.76801071
FR;2021-02-10;852;870;1730;16551;15501;32203;69;8004082.76030424
FR;2021-02-10;539;497;1036;10498;10223;20730;79;5695639.13079729
FR;2021-02-10;560;333;895;10144;5970;16122;89;3245280.60813097
FR;2021-02-10;405;115;521;7778;2219;10005;90;912580.606272853
FR;2021-02-10;9762;8415;18264;191761;152126;345271;0;67114995
FR;2021-02-11;399;440;869;8327;8916;17588;09;7763205.6862729
FR;2021-02-11;1232;1199;2468;26881;27347;54792;19;8336486.16053724
FR;2021-02-11;1343;1128;2478;31493;24722;56278;29;7476787.18780411
FR;2021-02-11;1518;1151;2672;34181;24820;59052;39;8295371.93193955
FR;2021-02-11;1353;1159;2514;30257;22642;52939;49;8592886.15993015
FR;2021-02-11;1215;1105;2324;25992;19600;45623;59;8792674.76801071
FR;2021-02-11;881;832;1718;16681;14735;31557;69;8004082.76030424
FR;2021-02-11;546;502;1048;10283;9435;19723;79;5695639.13079729
FR;2021-02-11;521;330;852;9912;5612;15534;89;3245280.60813097
FR;2021-02-11;411;132;543;7657;2260;9925;90;912580.606272853
FR;2021-02-11;9424;7978;17491;201712;160158;363138;0;67114995
FR;2021-02-12;443;501;1023;10220;10929;21675;09;7763205.6862729
FR;2021-02-12;1338;1316;2687;31082;29989;61704;19;8336486.16053724
FR;2021-02-12;1491;1271;2769;33319;25441;58825;29;7476787.18780411
FR;2021-02-12;1611;1315;2931;36295;27409;63754;39;8295371.93193955
FR;2021-02-12;1476;1226;2707;33429;26727;60202;49;8592886.15993015
FR;2021-02-12;1219;1132;2356;27764;22941;50749;59;8792674.76801071
FR;2021-02-12;882;880;1774;19276;18409;37827;69;8004082.76030424
FR;2021-02-12;569;491;1060;12551;12181;24755;79;5695639.13079729
FR;2021-02-12;485;321;806;9428;6112;15551;89;3245280.60813097
FR;2021-02-12;313;107;420;5871;1942;7814;90;912580.606272853
FR;2021-02-12;9828;8561;18537;219276;182129;402956;0;67114995
FR;2021-02-13;306;291;612;6214;6642;13141;09;7763205.6862729
FR;2021-02-13;760;812;1593;16365;15088;31841;19;8336486.16053724
FR;2021-02-13;905;707;1615;17536;14214;31778;29;7476787.18780411
FR;2021-02-13;934;761;1695;18992;14855;33864;39;8295371.93193955
FR;2021-02-13;824;783;1608;17608;15341;32972;49;8592886.15993015
FR;2021-02-13;712;741;1454;14375;12943;27331;59;8792674.76801071
FR;2021-02-13;504;494;1002;10414;10073;20603;69;8004082.76030424
FR;2021-02-13;300;257;557;6799;6884;13688;79;5695639.13079729
FR;2021-02-13;257;183;440;4525;3377;7906;89;3245280.60813097
FR;2021-02-13;126;49;177;2066;893;2962;90;912580.606272853
FR;2021-02-13;5629;5079;10755;114908;100344;216134;0;67114995
FR;2021-02-14;48;59;108;1205;1359;2580;09;7763205.6862729
FR;2021-02-14;113;150;265;2212;2113;4343;19;8336486.16053724
FR;2021-02-14;201;172;373;3531;2716;6252;29;7476787.18780411
FR;2021-02-14;233;188;422;3877;2890;6776;39;8295371.93193955
FR;2021-02-14;205;193;398;2877;2678;5560;49;8592886.15993015
FR;2021-02-14;147;161;308;2279;2314;4596;59;8792674.76801071
FR;2021-02-14;104;135;243;1910;2192;4117;69;8004082.76030424
FR;2021-02-14;76;77;153;1644;1782;3427;79;5695639.13079729
FR;2021-02-14;115;88;203;1917;1402;3321;89;3245280.60813097
FR;2021-02-14;85;31;116;1218;521;1739;90;912580.606272853
FR;2021-02-14;1328;1254;2590;22679;19978;42733;0;67114995
FR;2021-02-15;557;592;1176;9699;10360;20473;09;7763205.6862729
FR;2021-02-15;1500;1545;3095;26353;26353;53254;19;8336486.16053724
FR;2021-02-15;1924;1637;3564;32308;24292;56647;29;7476787.18780411
FR;2021-02-15;2242;1740;3987;37275;26976;64307;39;8295371.93193955
FR;2021-02-15;2116;1840;3965;34300;26251;60611;49;8592886.15993015
FR;2021-02-15;1743;1668;3416;30947;23851;54847;59;8792674.76801071
FR;2021-02-15;1241;1117;2370;22443;20612;43161;69;8004082.76030424
FR;2021-02-15;757;763;1521;15503;15191;30720;79;5695639.13079729
FR;2021-02-15;719;450;1170;14126;8442;22577;89;3245280.60813097
FR;2021-02-15;526;165;693;10516;2946;13471;90;912580.606272853
FR;2021-02-15;13330;11521;24969;233523;185346;420200;0;67114995
FR;2021-02-16;411;457;883;8003;8686;16992;09;7763205.6862729
FR;2021-02-16;1200;1307;2544;23921;23526;47889;19;8336486.16053724
FR;2021-02-16;1606;1330;2940;29713;21793;51554;29;7476787.18780411
FR;2021-02-16;1745;1412;3162;32670;23505;56226;39;8295371.93193955
FR;2021-02-16;1601;1380;2984;29825;21997;51874;49;8592886.15993015
FR;2021-02-16;1453;1272;2729;26690;19928;46658;59;8792674.76801071
FR;2021-02-16;925;846;1776;18628;16444;35132;69;8004082.76030424
FR;2021-02-16;671;518;1190;12376;11856;24242;79;5695639.13079729
FR;2021-02-16;570;384;958;11837;6915;18768;89;3245280.60813097
FR;2021-02-16;440;123;563;9061;2479;11546;90;912580.606272853
FR;2021-02-16;10622;9035;19739;202760;157172;360977;0;67114995
FR;2021-02-17;417;443;880;7664;8476;16462;09;7763205.6862729
FR;2021-02-17;1308;1302;2648;22239;21935;44606;19;8336486.16053724
FR;2021-02-17;1624;1504;3134;28872;22327;51266;29;7476787.18780411
FR;2021-02-17;1661;1412;3080;30398;22932;53383;39;8295371.93193955
FR;2021-02-17;1686;1347;3039;28136;21782;49961;49;8592886.15993015
FR;2021-02-17;1370;1277;2651;24469;19466;43957;59;8792674.76801071
FR;2021-02-17;936;920;1862;16847;15420;32326;69;8004082.76030424
FR;2021-02-17;582;523;1108;10762;10297;21069;79;5695639.13079729
FR;2021-02-17;504;337;842;9874;5825;15707;89;3245280.60813097
FR;2021-02-17;323;111;435;7225;2219;9446;90;912580.606272853
FR;2021-02-17;10412;9178;19684;186517;150712;338255;0;67114995
FR;2021-02-18;425;440;889;7688;8112;16108;09;7763205.6862729
FR;2021-02-18;1390;1389;2818;25774;25438;51686;19;8336486.16053724
FR;2021-02-18;1721;1478;3217;32482;25115;57697;29;7476787.18780411
FR;2021-02-18;1732;1450;3191;33624;25316;59013;39;8295371.93193955
FR;2021-02-18;1776;1507;3292;30295;24068;54433;49;8592886.15993015
FR;2021-02-18;1390;1305;2704;26109;20426;46574;59;8792674.76801071
FR;2021-02-18;951;898;1859;16961;15319;32364;69;8004082.76030424
FR;2021-02-18;640;536;1178;10210;9564;19793;79;5695639.13079729
FR;2021-02-18;550;331;883;9821;5634;15468;89;3245280.60813097
FR;2021-02-18;344;117;462;7165;2108;9276;90;912580.606272853
FR;2021-02-18;10921;9455;20500;200162;161147;362499;0;67114995
FR;2021-02-19;525;531;1076;9594;10057;20028;09;7763205.6862729
FR;2021-02-19;1534;1564;3140;29208;27595;57365;19;8336486.16053724
FR;2021-02-19;1779;1643;3434;34645;27444;62184;29;7476787.18780411
FR;2021-02-19;1901;1585;3498;36205;28188;64464;39;8295371.93193955
FR;2021-02-19;1774;1583;3366;32848;27483;60382;49;8592886.15993015
FR;2021-02-19;1512;1511;3037;28537;24136;52734;59;8792674.76801071
FR;2021-02-19;1089;1084;2190;20130;19010;39243;69;8004082.76030424
FR;2021-02-19;667;611;1281;13066;12627;25718;79;5695639.13079729
FR;2021-02-19;510;328;840;9117;6204;15338;89;3245280.60813097
FR;2021-02-19;301;96;397;5330;1785;7118;90;912580.606272853
FR;2021-02-19;11596;10538;22266;218728;184582;404684;0;67114995
FR;2021-02-20;288;326;621;5325;5811;11300;09;7763205.6862729
FR;2021-02-20;850;945;1808;15623;14225;30082;19;8336486.16053724
FR;2021-02-20;991;906;1897;18239;14545;32810;29;7476787.18780411
FR;2021-02-20;1042;919;1963;18807;15209;34028;39;8295371.93193955
FR;2021-02-20;1027;938;1967;17228;15115;32354;49;8592886.15993015
FR;2021-02-20;897;885;1784;14713;13648;28378;59;8792674.76801071
FR;2021-02-20;606;564;1172;10721;10337;21100;69;8004082.76030424
FR;2021-02-20;339;335;675;7170;7304;14481;79;5695639.13079729
FR;2021-02-20;264;201;465;4559;3490;8054;89;3245280.60813097
FR;2021-02-20;118;56;174;1939;839;2782;90;912580.606272853
FR;2021-02-20;6426;6075;12530;114336;100547;215407;0;67114995
FR;2021-02-21;77;69;148;1168;1250;2438;09;7763205.6862729
FR;2021-02-21;148;161;310;2170;1909;4099;19;8336486.16053724
FR;2021-02-21;243;206;449;3906;2851;6761;29;7476787.18780411
FR;2021-02-21;243;227;470;3869;3079;6950;39;8295371.93193955
FR;2021-02-21;255;229;484;2895;2859;5760;49;8592886.15993015
FR;2021-02-21;182;185;367;2445;2602;5049;59;8792674.76801071
FR;2021-02-21;140;151;292;1890;2267;4164;69;8004082.76030424
FR;2021-02-21;105;112;217;1561;1811;3374;79;5695639.13079729
FR;2021-02-21;114;83;198;1910;1424;3339;89;3245280.60813097
FR;2021-02-21;79;17;96;1102;448;1551;90;912580.606272853
FR;2021-02-21;1586;1440;3031;22926;20510;43505;0;67114995
FR;2021-02-22;600;625;1247;7584;8133;15995;09;7763205.6862729
FR;2021-02-22;1777;1793;3623;21675;20908;42978;19;8336486.16053724
FR;2021-02-22;2326;2014;4347;33458;25922;59455;29;7476787.18780411
FR;2021-02-22;2403;2165;4580;35760;27617;63447;39;8295371.93193955
FR;2021-02-22;2436;2130;4576;32502;26440;59007;49;8592886.15993015
FR;2021-02-22;2281;2067;4359;30945;25219;56243;59;8792674.76801071
FR;2021-02-22;1481;1374;2867;23181;21602;44863;69;8004082.76030424
FR;2021-02-22;911;831;1745;16114;15328;31476;79;5695639.13079729
FR;2021-02-22;730;460;1192;13290;8310;21623;89;3245280.60813097
FR;2021-02-22;452;156;612;9088;2746;11843;90;912580.606272853
FR;2021-02-22;15398;13617;29153;223648;182265;407028;0;67114995
FR;2021-02-23;415;530;961;6135;6629;12990;09;7763205.6862729
FR;2021-02-23;1322;1376;2739;18024;17513;35839;19;8336486.16053724
FR;2021-02-23;1780;1569;3355;29786;23126;52983;29;7476787.18780411
FR;2021-02-23;1897;1629;3536;30690;23516;54258;39;8295371.93193955
FR;2021-02-23;1818;1608;3435;27377;21807;49237;49;8592886.15993015
FR;2021-02-23;1656;1499;3158;26659;20656;47371;59;8792674.76801071
FR;2021-02-23;1101;1054;2163;19457;17433;36951;69;8004082.76030424
FR;2021-02-23;757;703;1460;13205;12366;25590;79;5695639.13079729
FR;2021-02-23;551;313;864;11394;6747;18156;89;3245280.60813097
FR;2021-02-23;374;127;501;8266;2482;10754;90;912580.606272853
FR;2021-02-23;11673;10410;22181;191022;152312;344211;0;67114995
FR;2021-02-24;468;479;969;5782;6366;12347;09;7763205.6862729
FR;2021-02-24;1408;1426;2871;17694;17290;35276;19;8336486.16053724
FR;2021-02-24;1797;1589;3392;29912;24031;54006;29;7476787.18780411
FR;2021-02-24;1746;1466;3221;29139;23717;52906;39;8295371.93193955
FR;2021-02-24;1663;1479;3154;25918;21994;47960;49;8592886.15993015
FR;2021-02-24;1485;1368;2859;24991;20433;45474;59;8792674.76801071
FR;2021-02-24;1060;1020;2087;17836;16496;34384;69;8004082.76030424
FR;2021-02-24;680;585;1267;11199;10770;21985;79;5695639.13079729
FR;2021-02-24;502;317;819;9689;5761;15459;89;3245280.60813097
FR;2021-02-24;289;111;400;6892;2096;8991;90;912580.606272853
FR;2021-02-24;11100;9847;21048;179078;149017;328880;0;67114995
FR;2021-02-25;451;494;975;5989;6509;12725;09;7763205.6862729
FR;2021-02-25;1370;1476;2894;20131;19960;40374;19;8336486.16053724
FR;2021-02-25;1724;1585;3322;33061;27122;60265;29;7476787.18780411
FR;2021-02-25;1887;1464;3369;31419;25899;57417;39;8295371.93193955
FR;2021-02-25;1730;1474;3212;27314;23360;50756;49;8592886.15993015
FR;2021-02-25;1496;1426;2937;25421;20741;46241;59;8792674.76801071
FR;2021-02-25;1043;996;2050;17376;15819;33282;69;8004082.76030424
FR;2021-02-25;639;557;1201;10956;10028;21006;79;5695639.13079729
FR;2021-02-25;439;282;726;9088;5282;14382;89;3245280.60813097
FR;2021-02-25;239;94;334;5980;1869;7853;90;912580.606272853
FR;2021-02-25;11020;9850;21025;186789;156630;344404;0;67114995
FR;2021-02-26;583;569;1178;7240;7649;15122;09;7763205.6862729
FR;2021-02-26;1568;1521;3131;23864;22806;47041;19;8336486.16053724
FR;2021-02-26;1753;1544;3307;36208;29453;65747;29;7476787.18780411
FR;2021-02-26;1769;1483;3261;33960;28782;62798;39;8295371.93193955
FR;2021-02-26;1747;1513;3266;29904;26391;56348;49;8592886.15993015
FR;2021-02-26;1522;1496;3028;28031;24480;52571;59;8792674.76801071
FR;2021-02-26;1111;1028;2145;21286;19648;41011;69;8004082.76030424
FR;2021-02-26;635;567;1205;13440;12998;26467;79;5695639.13079729
FR;2021-02-26;462;308;772;9359;6225;15597;89;3245280.60813097
FR;2021-02-26;239;70;310;5300;1788;7096;90;912580.606272853
FR;2021-02-26;11391;10099;21606;208631;180274;389895;0;67114995
FR;2021-02-27;291;346;659;3815;4307;8254;09;7763205.6862729
FR;2021-02-27;905;932;1865;12325;11644;24171;19;8336486.16053724
FR;2021-02-27;1064;959;2026;19117;15839;34981;29;7476787.18780411
FR;2021-02-27;993;917;1911;17593;15274;32893;39;8295371.93193955
FR;2021-02-27;1019;961;1981;15587;14413;30021;49;8592886.15993015
FR;2021-02-27;859;866;1727;14179;13768;27968;59;8792674.76801071
FR;2021-02-27;644;564;1215;11560;10850;22463;69;8004082.76030424
FR;2021-02-27;339;337;676;7509;7520;15034;79;5695639.13079729
FR;2021-02-27;245;155;400;4564;3400;7972;89;3245280.60813097
FR;2021-02-27;97;58;155;1862;855;2718;90;912580.606272853
FR;2021-02-27;6456;6096;12616;108130;97904;206530;0;67114995
FR;2021-02-28;62;69;132;1006;1172;2193;09;7763205.6862729
FR;2021-02-28;172;168;340;2127;2040;4177;19;8336486.16053724
FR;2021-02-28;260;225;485;4005;3242;7260;29;7476787.18780411
FR;2021-02-28;255;220;475;3790;3285;7081;39;8295371.93193955
FR;2021-02-28;229;199;429;2834;2893;5732;49;8592886.15993015
FR;2021-02-28;175;191;366;2431;2666;5098;59;8792674.76801071
FR;2021-02-28;138;136;274;2096;2407;4507;69;8004082.76030424
FR;2021-02-28;82;96;178;1691;1910;3601;79;5695639.13079729
FR;2021-02-28;98;79;177;1841;1400;3241;89;3245280.60813097
FR;2021-02-28;62;27;89;1098;420;1518;90;912580.606272853
FR;2021-02-28;1534;1411;2947;22927;21441;44423;0;67114995
FR;2021-03-01;622;603;1258;7094;7832;15126;09;7763205.6862729
FR;2021-03-01;1800;1854;3707;20822;20551;41705;19;8336486.16053724
FR;2021-03-01;2229;1961;4200;33594;27205;60877;29;7476787.18780411
FR;2021-03-01;2340;1973;4323;33846;27882;61796;39;8295371.93193955
FR;2021-03-01;2280;1971;4273;31017;26258;57353;49;8592886.15993015
FR;2021-03-01;2026;1868;3900;30514;26085;56664;59;8792674.76801071
FR;2021-03-01;1477;1384;2870;24009;22607;46716;69;8004082.76030424
FR;2021-03-01;840;781;1623;16593;15989;32611;79;5695639.13079729
FR;2021-03-01;558;358;916;12782;7930;20726;89;3245280.60813097
FR;2021-03-01;241;103;344;8041;2546;10591;90;912580.606272853
FR;2021-03-01;14415;12862;27422;218341;184934;404245;0;67114995
FR;2021-03-02;467;492;995;6056;6456;12753;09;7763205.6862729
FR;2021-03-02;1406;1404;2862;18865;18931;38119;19;8336486.16053724
FR;2021-03-02;1872;1584;3468;29383;22610;52060;29;7476787.18780411
FR;2021-03-02;1772;1553;3333;28999;22494;51547;39;8295371.93193955
FR;2021-03-02;1742;1401;3158;25683;20731;46476;49;8592886.15993015
FR;2021-03-02;1445;1366;2825;25866;20368;46301;59;8792674.76801071
FR;2021-03-02;1083;971;2066;19728;17583;37381;69;8004082.76030424
FR;2021-03-02;690;612;1305;13406;12166;25596;79;5695639.13079729
FR;2021-03-02;455;310;765;10815;6670;17500;89;3245280.60813097
FR;2021-03-02;274;93;367;7448;2303;9759;90;912580.606272853
FR;2021-03-02;11209;9789;21151;186267;150339;337545;0;67114995
FR;2021-03-03;487;537;1048;5290;5895;11365;09;7763205.6862729
FR;2021-03-03;1466;1519;3045;17937;17623;35906;19;8336486.16053724
FR;2021-03-03;1763;1648;3423;29678;24362;54117;29;7476787.18780411
FR;2021-03-03;1696;1550;3254;27579;23328;50980;39;8295371.93193955
FR;2021-03-03;1609;1417;3028;24334;20785;45157;49;8592886.15993015
FR;2021-03-03;1423;1327;2756;24177;20100;44328;59;8792674.76801071
FR;2021-03-03;976;886;1874;17756;16349;34246;69;8004082.76030424
FR;2021-03-03;609;519;1130;11200;10501;21721;79;5695639.13079729
FR;2021-03-03;366;275;643;9013;5642;14666;89;3245280.60813097
FR;2021-03-03;172;72;244;5956;1832;7792;90;912580.606272853
FR;2021-03-03;10569;9754;20453;172950;146459;320358;0;67114995
FR;2021-03-04;484;554;1060;7726;8060;16109;09;7763205.6862729
FR;2021-03-04;1450;1488;2992;21599;22527;44481;19;8336486.16053724
FR;2021-03-04;1836;1644;3490;33201;27785;61070;29;7476787.18780411
FR;2021-03-04;1712;1481;3201;29901;24953;54927;39;8295371.93193955
FR;2021-03-04;1687;1396;3095;25295;21647;47002;49;8592886.15993015
FR;2021-03-04;1335;1316;2662;24860;20696;45605;59;8792674.76801071
FR;2021-03-04;1015;918;1946;17517;16016;33620;69;8004082.76030424
FR;2021-03-04;590;495;1086;10504;9788;20305;79;5695639.13079729
FR;2021-03-04;419;260;679;8796;5128;13932;89;3245280.60813097
FR;2021-03-04;194;80;274;6074;1840;7919;90;912580.606272853
FR;2021-03-04;10726;9638;20495;185519;158492;345076;0;67114995
FR;2021-03-05;604;700;1332;10397;11100;22310;09;7763205.6862729
FR;2021-03-05;1581;1663;3293;25712;25122;51448;19;8336486.16053724
FR;2021-03-05;1856;1599;3464;35844;29050;64974;29;7476787.18780411
FR;2021-03-05;1762;1527;3302;32687;27685;60470;39;8295371.93193955
FR;2021-03-05;1715;1449;3172;28585;24716;53375;49;8592886.15993015
FR;2021-03-05;1506;1485;2998;28154;24144;52368;59;8792674.76801071
FR;2021-03-05;1118;990;2116;21698;20083;41862;69;8004082.76030424
FR;2021-03-05;658;603;1263;14036;13292;27357;79;5695639.13079729
FR;2021-03-05;422;285;708;8929;6278;15217;89;3245280.60813097
FR;2021-03-05;182;70;252;4766;1609;6378;90;912580.606272853
FR;2021-03-05;11412;10372;21912;210857;183124;395865;0;67114995
FR;2021-03-06;325;400;753;4170;4597;8988;09;7763205.6862729
FR;2021-03-06;1010;1019;2053;12710;11854;24786;19;8336486.16053724
FR;2021-03-06;1188;1010;2200;19410;15913;35355;29;7476787.18780411
FR;2021-03-06;1114;998;2112;17859;15706;33582;39;8295371.93193955
FR;2021-03-06;1125;1031;2156;15800;14985;30796;49;8592886.15993015
FR;2021-03-06;967;899;1869;15344;14468;29832;59;8792674.76801071
FR;2021-03-06;615;606;1226;11833;11701;23595;69;8004082.76030424
FR;2021-03-06;394;354;748;7915;7872;15790;79;5695639.13079729
FR;2021-03-06;265;167;432;4679;3578;8259;89;3245280.60813097
FR;2021-03-06;93;52;145;2016;911;2930;90;912580.606272853
FR;2021-03-06;7097;6538;13697;111752;101604;213949;0;67114995
FR;2021-03-07;85;94;179;1057;1148;2215;09;7763205.6862729
FR;2021-03-07;225;192;418;2238;2048;4293;19;8336486.16053724
FR;2021-03-07;246;229;475;4024;3220;7247;29;7476787.18780411
FR;2021-03-07;290;253;543;3876;3345;7226;39;8295371.93193955
FR;2021-03-07;230;232;462;2982;3233;6216;49;8592886.15993015
FR;2021-03-07;209;194;403;2700;3116;5816;59;8792674.76801071
FR;2021-03-07;130;132;262;2131;2537;4676;69;8004082.76030424
FR;2021-03-07;81;79;160;1699;1911;3610;79;5695639.13079729
FR;2021-03-07;93;80;173;1928;1415;3345;89;3245280.60813097
FR;2021-03-07;46;25;71;1096;434;1530;90;912580.606272853
FR;2021-03-07;1635;1510;3146;23733;22411;46181;0;67114995
FR;2021-03-08;722;707;1469;10629;11245;22424;09;7763205.6862729
FR;2021-03-08;2048;2113;4221;24826;25880;51362;19;8336486.16053724
FR;2021-03-08;2434;2178;4624;34395;27807;62299;29;7476787.18780411
FR;2021-03-08;2496;2111;4619;35623;28649;64364;39;8295371.93193955
FR;2021-03-08;2439;2245;4690;32275;26990;59327;49;8592886.15993015
FR;2021-03-08;2100;2013;4127;31663;26322;58074;59;8792674.76801071
FR;2021-03-08;1431;1334;2773;24698;23022;47860;69;8004082.76030424
FR;2021-03-08;862;779;1644;16673;16123;32841;79;5695639.13079729
FR;2021-03-08;483;362;846;11864;7749;19626;89;3245280.60813097
FR;2021-03-08;229;79;308;7097;2294;9397;90;912580.606272853
FR;2021-03-08;15246;13924;29327;229778;196126;427662;0;67114995
FR;2021-03-09;589;659;1289;12007;12775;25473;09;7763205.6862729
FR;2021-03-09;1666;1800;3539;24563;25441;50566;19;8336486.16053724
FR;2021-03-09;1879;1845;3736;29881;23772;53762;29;7476787.18780411
FR;2021-03-09;1876;1656;3543;30519;23383;53985;39;8295371.93193955
FR;2021-03-09;1890;1691;3589;27546;21714;49333;49;8592886.15993015
FR;2021-03-09;1679;1514;3202;26676;21271;48015;59;8792674.76801071
FR;2021-03-09;1195;1080;2292;19923;18010;38054;69;8004082.76030424
FR;2021-03-09;690;602;1294;12985;12372;25390;79;5695639.13079729
FR;2021-03-09;500;323;824;10368;6490;16875;89;3245280.60813097
FR;2021-03-09;227;92;319;6896;2058;8962;90;912580.606272853
FR;2021-03-09;12195;11264;23641;201407;167331;370517;0;67114995
FR;2021-03-10;607;708;1357;7741;8379;16420;09;7763205.6862729
FR;2021-03-10;1734;1756;3553;22511;23006;45987;19;8336486.16053724
FR;2021-03-10;2165;1867;4047;30847;24684;55635;29;7476787.18780411
FR;2021-03-10;2015;1686;3712;29706;23849;53627;39;8295371.93193955
FR;2021-03-10;1893;1718;3622;26566;22488;49121;49;8592886.15993015
FR;2021-03-10;1614;1501;3121;25538;20719;46339;59;8792674.76801071
FR;2021-03-10;1102;1056;2172;18141;16905;35215;69;8004082.76030424
FR;2021-03-10;670;530;1202;11118;10517;21657;79;5695639.13079729
FR;2021-03-10;439;288;728;8763;5520;14292;89;3245280.60813097
FR;2021-03-10;200;83;284;5898;1828;7729;90;912580.606272853
FR;2021-03-10;12442;11196;23804;186868;157940;346112;0;67114995
FR;2021-03-11;659;748;1457;17949;18839;38199;09;7763205.6862729
FR;2021-03-11;1745;1929;3731;31972;33265;65949;19;8336486.16053724
FR;2021-03-11;2172;2036;4217;35661;28854;64616;29;7476787.18780411
FR;2021-03-11;2089;1832;3933;34251;27554;61900;39;8295371.93193955
FR;2021-03-11;2003;1719;3730;29464;24182;53731;49;8592886.15993015
FR;2021-03-11;1641;1477;3125;27678;21773;49520;59;8792674.76801071
FR;2021-03-11;1179;1012;2207;18289;16801;35232;69;8004082.76030424
FR;2021-03-11;654;596;1252;10350;9538;19911;79;5695639.13079729
FR;2021-03-11;435;251;691;8404;4999;13414;89;3245280.60813097
FR;2021-03-11;180;91;271;5957;1819;7779;90;912580.606272853
FR;2021-03-11;12760;11695;24621;220026;187685;410370;0;67114995
FR;2021-03-12;852;899;1794;20304;21405;43051;09;7763205.6862729
FR;2021-03-12;2051;2092;4206;36411;35875;73326;19;8336486.16053724
FR;2021-03-12;2227;1978;4211;39058;31010;70190;29;7476787.18780411
FR;2021-03-12;2199;1900;4109;37204;30515;67832;39;8295371.93193955
FR;2021-03-12;2031;1795;3840;32491;27572;60187;49;8592886.15993015
FR;2021-03-12;1819;1677;3509;30519;26075;56675;59;8792674.76801071
FR;2021-03-12;1268;1138;2424;22383;20940;43565;69;8004082.76030424
FR;2021-03-12;710;610;1328;13954;13379;27366;79;5695639.13079729
FR;2021-03-12;465;284;751;9232;6247;15492;89;3245280.60813097
FR;2021-03-12;182;84;266;5117;1645;6767;90;912580.606272853
FR;2021-03-12;13807;12461;26446;246749;214746;464619;0;67114995
FR;2021-03-13;500;519;1045;6179;6488;12948;09;7763205.6862729
FR;2021-03-13;1272;1261;2586;17014;15732;33139;19;8336486.16053724
FR;2021-03-13;1406;1258;2666;21731;17221;39016;29;7476787.18780411
FR;2021-03-13;1500;1204;2706;20818;17497;38367;39;8295371.93193955
FR;2021-03-13;1383;1236;2625;18735;16729;35521;49;8592886.15993015
FR;2021-03-13;1261;1186;2452;16970;15873;32879;59;8792674.76801071
FR;2021-03-13;768;712;1488;12636;12177;24881;69;8004082.76030424
FR;2021-03-13;442;423;865;8321;8064;16393;79;5695639.13079729
FR;2021-03-13;278;162;441;5073;3676;8757;89;3245280.60813097
FR;2021-03-13;98;51;149;2180;894;3075;90;912580.606272853
FR;2021-03-13;8908;8014;17026;129687;114383;245043;0;67114995
FR;2021-03-14;119;118;245;1411;1674;3140;09;7763205.6862729
FR;2021-03-14;254;250;515;2783;2661;5494;19;8336486.16053724
FR;2021-03-14;342;317;665;4672;3524;8231;29;7476787.18780411
FR;2021-03-14;378;364;748;4706;4042;8771;39;8295371.93193955
FR;2021-03-14;367;327;696;3826;3845;7687;49;8592886.15993015
FR;2021-03-14;281;261;543;3276;3567;6855;59;8792674.76801071
FR;2021-03-14;154;181;339;2438;2827;5281;69;8004082.76030424
FR;2021-03-14;100;132;232;1844;2130;3975;79;5695639.13079729
FR;2021-03-14;91;87;178;1953;1435;3389;89;3245280.60813097
FR;2021-03-14;59;22;81;1190;470;1660;90;912580.606272853
FR;2021-03-14;2145;2060;4244;28110;26187;54509;0;67114995
FR;2021-03-15;1078;1079;2217;19390;20743;41310;09;7763205.6862729
FR;2021-03-15;2628;2765;5496;33560;34143;68492;19;8336486.16053724
FR;2021-03-15;3192;2823;6031;37751;29952;67819;29;7476787.18780411
FR;2021-03-15;3430;2871;6311;41135;31644;72899;39;8295371.93193955
FR;2021-03-15;3238;2818;6073;37242;29979;67334;49;8592886.15993015
FR;2021-03-15;2818;2612;5440;34339;28881;63302;59;8792674.76801071
FR;2021-03-15;1996;1663;3683;26080;23739;50006;69;8004082.76030424
FR;2021-03-15;1050;970;2028;17523;16500;34061;79;5695639.13079729
FR;2021-03-15;636;451;1092;12200;7931;20152;89;3245280.60813097
FR;2021-03-15;290;109;402;7263;2351;9627;90;912580.606272853
FR;2021-03-15;20358;18165;38779;266533;225922;495130;0;67114995
FR;2021-03-16;921;990;1963;22429;23401;47107;09;7763205.6862729
FR;2021-03-16;2280;2373;4730;35984;36756;73588;19;8336486.16053724
